itemID|simulationPrice|promotion
372|11.91|
373|16.41|
374|33.79|
375|45.41|
376|34.14|
377|21.87|
378|7.12|
379|3.39|
380|1.96|
381|23.65|
382|11.21|
383|11.33|2018-07-04
384|21.36|
385|81.53|
386|45.53|2018-07-13
387|25.11|
388|4.98|
389|37.85|
390|43.72|
391|76.57|
392|24.97|2018-07-06
393|54.45|2018-07-11
394|205.47|2018-07-08
395|2318.21|
396|185.94|
397|243.06|
398|39.77|
399|4.64|
400|45.38|
401|40.14|
402|196.4|
403|296.37|
404|220.12|
405|43.19|
406|9.66|
407|251.81|
408|32.7|
409|15.23|
410|70.08|
411|204.62|
412|3180.29|
413|515.27|
414|182.33|
415|471.36|
416|269.31|
417|147.89|
418|47.99|
419|13.15|
420|5.33|
421|2.93|
422|30.26|2018-07-13
423|2.81|
424|14.29|
425|13.6|
426|8.62|2018-07-13
427|40.81|2018-07-04
428|53.45|
429|1.82|
430|36.02|
431|374.67|
432|4.24|
433|56.45|
434|15.75|
435|4.42|
436|18.14|
437|22.5|
438|4.42|
439|21.86|
440|12.78|
441|6.01|2018-07-05
442|54.89|
443|24.95|
444|25.64|
445|50.49|
446|5.46|
447|26.82|
448|21.5|2018-07-09
449|31.77|
450|17.42|
451|8.48|
452|43.62|
453|29.49|
454|5.55|
455|291.73|
456|76.88|
457|19.86|
458|143.08|
459|136.92|
460|15.07|2018-07-11
461|136.87|2018-07-06
462|128.1|
463|16.46|
464|38.3|
465|179.87|2018-06-30
466|6.62|2018-07-13
467|163.07|2018-07-11
468|123.25|
469|64.19|
470|3.47|2018-07-13
471|20.33|2018-07-08
472|67.2|
473|32.16|
474|272.15|
475|15.08|
476|100.17|
477|11.29|2018-07-13
478|7.07|
479|66.87|
480|155.13|
481|51.86|
482|102.54|
483|1171.76|
484|22.8|
485|21.74|
486|21.32|
487|2.52|
488|16.9|
489|58.29|
490|4.01|
491|15.44|
492|37.81|
493|25.07|
494|16.39|
495|4.28|
496|18.47|
497|67.82|2018-07-05
498|222.07|
499|267.97|2018-06-30
500|115.45|
501|11.01|2018-06-30
502|199.69|2018-06-30,2018-07-01,2018-07-11
503|24.88|
504|28.62|2018-06-30
505|39.15|
506|312.38|
507|44.14|2018-07-11
508|20.2|
509|28.12|2018-07-08,2018-07-11
510|8.58|2018-07-08,2018-07-13
511|169.81|
512|96.97|
513|29.11|
514|4.98|
515|21.87|
516|9.66|2018-07-13
517|2.35|
518|33.53|2018-07-09
519|72.6|
520|9.32|
521|49.29|
522|4.08|
523|13.08|
524|25.16|
525|2.94|
526|40.97|
527|98.29|
528|27.07|
529|58.81|
530|44.87|
531|23.55|
532|266.28|
533|286.82|
534|12.98|
535|51.67|
536|44.5|
537|637.56|
538|1331.69|
539|47.03|
540|6.19|
541|47.66|
542|15.32|2018-07-13
543|11.06|
544|23.18|2018-07-09
545|51.3|
546|23.96|
547|633.86|
548|1784.12|
549|1136.28|
550|1566.0|
551|3158.76|
552|317.3|
553|347.54|
554|14.19|
555|29.57|2018-07-09
556|2.67|
557|539.22|
558|1425.87|
559|24.37|
560|79.45|
561|116.16|
562|56.44|
563|15.31|
564|5.35|
565|1.56|
566|2175.55|
567|3.39|
568|51.35|
569|85.61|
570|7.39|
571|4.24|2018-07-13
572|15.02|
573|5.05|2018-07-11
574|37.9|
575|80.59|
576|101.23|2018-07-06
577|37.43|
578|86.3|2018-07-06
579|3.92|
580|66.42|
581|25.59|2018-07-06,2018-07-13
582|237.83|2018-07-06,2018-07-10
583|15.08|
584|145.38|2018-07-06
585|36.61|2018-07-10
586|46.01|
587|495.21|
588|25.56|
589|113.1|
590|2.81|
591|30.97|
592|21.27|
593|57.63|2018-07-09
594|52.29|
595|27.96|
596|44.48|
597|23.64|
598|75.9|
599|79.89|
600|19.11|2018-07-09
601|2.77|
602|4.83|2018-07-09
603|20.82|
604|298.84|
605|39.67|
606|23.23|
607|62.86|
608|155.93|
609|13.08|
610|11.37|
611|11.59|
612|2.57|
613|36.06|
614|98.25|
615|4.03|
616|31.75|2018-07-09
617|12.37|2018-07-09
618|21.52|2018-07-09
619|25.61|
620|21.28|
621|29.23|
622|158.56|
623|25.97|
624|38.71|
625|6.28|
626|242.27|2018-07-05
627|137.66|
628|107.67|2018-07-01
629|83.63|2018-07-13
630|115.7|
631|119.49|2018-07-08,2018-07-10
632|13.13|
633|97.59|2018-07-11
634|67.67|
635|25.38|
636|5.43|2018-07-13
637|23.48|2018-07-13
638|92.05|
639|13.17|
640|3.14|
641|14.56|
642|8.77|
643|8.96|
644|12.8|
645|31.19|
646|92.77|
647|11.79|
648|220.12|2018-07-13
649|20.28|
650|6.58|
651|26.24|
652|134.56|
653|131.97|
654|77.54|
655|85.11|
656|89.47|
657|237.83|
658|13.25|
659|38.95|
660|90.8|
661|56.18|
662|102.56|
663|489.12|
664|853.43|
665|176.9|
666|16.21|2018-07-11
667|16.14|
668|3491.0|
669|55.48|
670|25.45|
671|7.36|
672|1416.6|2018-07-05
673|24.68|2018-06-30,2018-07-04
674|8.1|
675|8.38|
676|14.62|
677|32.67|
678|41.06|
679|7.72|2018-07-13
680|28.9|2018-07-01,2018-07-10
681|203.72|
682|70.64|
683|4.7|
684|4.05|
685|24.64|
686|3.67|
687|4.08|
688|163.43|
689|24.84|
690|124.16|
691|89.94|
692|30.08|
693|20.0|
694|11.71|
695|160.97|
696|8.08|
697|13.57|
698|58.51|
699|207.14|
700|9.98|
701|282.88|
702|83.98|
703|26.45|
704|25.62|
705|31.48|
706|7.51|2018-07-05
707|15.43|
708|8.24|
709|1.71|2018-07-05
710|45.53|
711|555.06|
712|888.67|
713|113.33|
714|15.83|
715|6.11|
716|11.77|
717|38.6|
718|29.58|
719|56.45|
720|6.85|
721|14.03|
722|6.41|
723|57.27|
724|37.8|
725|111.31|2018-07-06
726|74.48|
727|92.86|2018-07-08
728|132.88|
729|124.25|
730|104.97|
731|42.78|
732|180.85|
733|160.79|
734|133.86|
735|23.8|
736|388.7|
737|310.61|
738|42.53|
739|30.6|
740|67.41|
741|396.74|
742|33.32|
743|34.26|
744|161.68|
745|31.3|
746|821.08|
747|265.05|
748|434.46|
749|318.41|
750|508.32|
751|88.84|
752|418.86|
753|196.32|
754|89.18|
755|126.14|
756|1098.55|
757|958.18|
758|902.5|
759|45.99|
760|14.95|2018-07-09
761|28.99|
762|60.11|
763|6.02|
764|3.84|
765|16.87|
766|9.99|2018-07-09
767|124.57|
768|16.24|
769|80.34|
770|701.8|
771|87.96|
772|527.32|
773|529.0|
774|2956.98|
775|465.4|
776|209.36|
777|38.83|
778|27.84|
779|83.67|
780|9055.07|
781|35.18|
782|15.75|
783|6.58|
784|38.79|
785|33.01|2018-07-09
786|24.55|2018-07-09
787|28.36|
788|26.51|
789|49.81|
790|12.3|2018-07-09
791|25.77|
792|20.13|
793|34.84|
794|151.99|
795|179.63|
796|569.54|
797|7.43|
798|16.7|
799|31.07|
800|122.78|
801|3.65|
802|8.84|
803|11.19|2018-07-08
804|33.81|
805|19.12|
806|8.83|
807|6.97|
808|58.6|
809|160.03|2018-07-06
810|12.73|
811|45.78|
812|28.86|
813|6.06|
814|15.69|2018-07-13
815|3.07|2018-07-02
816|108.81|
817|33.36|
818|935.93|
819|13.87|
820|1372.78|
821|165.93|
822|20.2|
823|11.89|
824|3.23|
825|3.47|
826|1.87|
827|3.14|
828|271.44|
829|37.52|2018-07-08,2018-07-13
830|106.09|
831|98.64|
832|6.82|
833|9.45|
834|4.74|2018-07-05
835|42.81|
836|41.56|
837|58.2|
838|35.26|
839|44.04|
840|13.24|
841|49.48|
842|32.21|
843|284.26|
844|177.14|
845|1009.41|
846|72.4|2018-07-13
847|13.17|
848|3.88|
849|30.48|
850|14.04|
851|25.72|
852|16.45|
853|188.22|
854|14.36|2018-07-13
855|44.14|
856|3.49|
857|54.7|
858|4.78|2018-07-13
859|14.1|2018-07-13
860|13.57|2018-07-13
861|8.22|
862|5.57|
863|5.38|
864|145.36|
865|33.43|
866|239.08|
867|28.68|
868|289.78|
869|19.35|
870|26.03|
871|42.93|
872|853.7|
873|3635.4|
874|216.1|
875|56.32|
876|3.28|
877|32.65|
878|49.42|
879|3.64|
880|20.9|
881|50.23|
882|53.91|
883|75.89|
884|42.75|
885|17.85|
886|46.96|
887|282.34|
888|520.22|
889|497.63|
890|175.99|
891|23.7|
892|123.7|
893|219.03|
894|113.38|
895|361.86|
896|24.27|
897|122.5|
898|237.63|
899|71.21|
900|172.06|
901|47.93|2018-06-30
902|210.15|
903|72.83|
904|76.28|
905|91.65|
906|982.97|
907|218.56|
908|59.99|2018-07-13
909|16.67|
910|2311.64|
911|85.58|
912|71.18|
913|3.93|
914|3.49|
915|6.02|
916|36.24|
917|37.95|
918|84.4|
919|42.32|
920|107.98|
921|610.48|
922|2.34|
923|52.14|
924|22.0|
925|8.63|
926|88.9|
927|114.71|
928|15.9|2018-06-30
929|49.29|
930|9.68|
931|5.5|
932|18.6|
933|4.19|
934|4.08|
935|12.65|2018-07-04
936|37.24|
937|52.2|
938|20.38|
939|7.4|
940|5.94|
941|9.3|
942|12.12|
943|36.56|2018-07-01
944|15.19|
945|29.41|
946|6.85|
947|55.95|
948|488.86|
949|178.35|
950|11.78|
951|19.17|
952|71.32|
953|192.39|
954|97.99|
955|1902.74|
956|170.68|
957|127.33|
958|111.99|
959|426.97|
960|1428.78|
961|125.94|2018-07-06
962|1404.13|
963|238.97|
964|137.08|2018-07-01
965|10.73|
966|340.53|
967|19.07|
968|35.4|
969|18.94|
970|32.74|
971|171.49|
972|31.59|
973|92.86|
974|152.71|
975|419.08|
976|34.58|
977|31.92|
978|1287.46|
979|118.8|
980|8.8|
981|8.8|
982|88.41|
983|378.35|
984|491.27|
985|9.43|
986|57.96|
987|122.9|
988|278.75|
989|250.89|
990|1009.12|
991|238.31|
992|370.67|
993|168.33|
994|12.51|
995|2.24|
996|22.62|
997|38.77|
998|3.17|
999|52.61|
1000|122.06|
1001|277.52|
1002|34.96|
1003|9.11|
1004|8.1|
1005|77.94|
1006|165.06|
1007|70.69|
1008|101.49|2018-06-30,2018-07-01
1009|310.17|2018-07-06
1010|118.75|
1011|67.22|
1012|23.47|
1013|107.16|
1014|71.34|
1015|18.83|
1016|66.96|
1017|65.58|
1018|152.12|
1019|8.56|
1020|9.91|
1021|26.45|2018-07-08
1022|77.94|
1023|91.77|
1024|100.35|
1025|104.43|
1026|45.51|
1027|19.35|
1028|118.51|
1029|1.74|
1030|57.34|
1031|2.6|
1032|37.72|
1033|37.4|
1034|35.86|
1035|46.79|2018-07-01
1036|179.1|
1037|4.85|
1038|27.75|
1039|2.11|
1040|292.13|
1041|166.88|
1042|328.0|
1043|32.54|
1044|176.09|
1045|222.33|
1046|18.98|
1047|98.12|
1048|338.79|
1049|26.42|
1050|33.8|
1051|64.56|
1052|128.75|
1053|73.98|2018-07-06
1054|107.98|
1055|285.76|
1056|388.68|
1057|380.8|
1058|40.91|
1059|204.4|
1060|4.16|
1061|106.19|2018-07-13
1062|22.65|2018-07-08
1063|50.67|
1064|10.13|
1065|77.59|
1066|24.11|
1067|71.9|
1068|7.05|
1069|4.06|2018-06-30
1070|62.38|
1071|47.26|
1072|14.72|2018-07-04
1073|71.94|
1074|10.26|2018-07-08,2018-07-11
1075|1128.49|
1076|49.75|
1077|40.05|
1078|68.9|
1079|105.62|
1080|21.46|
1081|37.04|
1082|4.08|
1083|4.05|
1084|39.8|
1085|16.27|
1086|2.24|
1087|3.82|
1088|53.44|
1089|20.06|
1090|6.31|
1091|5.38|
1092|3.57|2018-07-04
1093|31.05|
1094|5.43|
1095|43.46|
1096|6.79|
1097|212.38|
1098|95.6|
1099|5.22|
1100|35.14|
1101|26.08|
1102|15.0|
1103|16.71|
1104|17.05|
1105|5.46|
1106|24.05|
1107|2.24|
1108|32.5|
1109|18.94|
1110|243.79|
1111|258.37|
1112|852.26|
1113|133.66|
1114|30.26|
1115|6.61|
1116|18.2|
1117|47.15|2018-06-30
1118|34.93|2018-06-30
1119|874.98|
1120|582.27|
1121|340.38|
1122|86.21|
1123|59.76|
1124|51.89|
1125|61.35|
1126|76.88|
1127|196.57|
1128|9.4|
1129|36.92|
1130|26.98|
1131|10.39|
1132|9.82|
1133|10.96|
1134|10.96|
1135|17.86|
1136|26.12|
1137|52.97|2018-07-13
1138|104.47|
1139|4.08|
1140|2.64|
1141|7.52|
1142|37.8|
1143|1.73|
1144|4.77|
1145|3.79|2018-07-13
1146|18.43|
1147|12.88|
1148|38.97|
1149|9.24|
1150|172.18|
1151|93.14|
1152|9.8|2018-07-11
1153|12.53|
1154|449.01|
1155|376.65|
1156|330.27|
1157|669.97|
1158|2960.29|
1159|7.49|
1160|18.19|
1161|1274.73|
1162|731.55|
1163|214.23|
1164|253.84|
1165|180.22|
1166|427.82|
1167|24.04|
1168|133.61|
1169|38.24|
1170|106.64|
1171|81.36|
1172|95.15|
1173|52.99|
1174|1422.06|
1175|59.66|
1176|1537.07|
1177|191.8|2018-07-05
1178|5.66|
1179|1.83|
1180|29.56|
1181|20.27|
1182|1479.06|
1183|1881.42|
1184|214.07|
1185|757.52|
1186|321.25|
1187|779.3|
1188|1559.33|
1189|20.48|
1190|7.18|
1191|21.71|
1192|98.24|
1193|24.47|
1194|139.93|
1195|4482.35|
1196|41.49|
1197|235.39|
1198|291.72|
1199|949.11|
1200|108.25|
1201|742.58|
1202|1019.95|
1203|386.49|
1204|219.84|
1205|24.41|
1206|176.59|
1207|358.59|
1208|1585.75|
1209|91.4|
1210|54.73|
1211|227.44|
1212|853.51|
1213|140.24|
1214|247.15|
1215|69.11|
1216|48.18|2018-07-06
1217|400.35|
1218|33.35|
1219|70.08|
1220|3.86|
1221|61.83|
1222|5.38|
1223|28.34|
1224|3.49|
1225|15.85|
1226|7.72|
1227|4.01|
1228|35.54|
1229|42.81|
1230|13.58|
1231|13.56|
1232|8.94|
1233|14.75|
1234|113.76|
1235|40.97|
1236|8.31|
1237|2.62|
1238|16.47|
1239|21.29|
1240|14.67|
1241|2.86|
1242|22.25|
1243|23.92|
1244|12.22|2018-07-13
1245|37.62|
1246|38.27|
1247|12.32|
1248|8.39|
1249|30.7|
1250|4.06|2018-07-13
1251|14.06|
1252|5.86|
1253|62.52|
1254|31.24|2018-07-01
1255|9.32|
1256|36.17|
1257|35.86|2018-07-06
1258|27.74|2018-07-13
1259|45.22|
1260|137.52|
1261|17.11|
1262|63.36|2018-06-30
1263|71.06|2018-06-30
1264|738.44|
1265|1409.85|
1266|935.7|
1267|250.87|
1268|558.1|
1269|153.83|
1270|76.22|2018-07-11
1271|591.14|
1272|272.69|
1273|35.67|
1274|128.69|
1275|8.99|
1276|69.95|
1277|33.56|
1278|7.01|
1279|47.45|
1280|151.53|
1281|7.11|
1282|10.93|
1283|50.26|
1284|12.55|
1285|20.95|
1286|54.57|
1287|35.3|
1288|4.75|2018-07-04
1289|11.63|
1290|18.56|
1291|6.81|2018-07-13
1292|49.17|
1293|15.38|
1294|60.94|
1295|29.3|
1296|8.54|
1297|13.32|
1298|17.26|
1299|13.75|
1300|18.18|
1301|15.64|
1302|4.52|
1303|1.83|
1304|10.83|
1305|24.62|
1306|4.73|
1307|5.66|
1308|27.15|
1309|3.42|
1310|18.36|
1311|19.01|
1312|15.94|
1313|19.39|
1314|20.5|
1315|38.59|
1316|57.64|
1317|76.09|
1318|22.25|
1319|9.82|
1320|19.49|2018-07-06
1321|35.42|
1322|62.8|
1323|9.42|
1324|48.39|
1325|8.49|2018-07-04
1326|12.14|
1327|19.0|
1328|25.65|
1329|31.44|
1330|10.75|
1331|7.82|
1332|5.88|
1333|30.27|
1334|3.65|2018-07-08
1335|35.98|
1336|26.04|2018-07-04
1337|2.89|2018-07-04,2018-07-05,2018-07-06
1338|25.61|
1339|28.55|
1340|11.21|2018-07-04,2018-07-05
1341|21.69|
1342|21.64|
1343|12.22|2018-07-13
1344|26.33|
1345|39.8|2018-07-13
1346|63.71|
1347|1.1|2018-07-04,2018-07-05
1348|379.42|
1349|82.92|2018-07-13
1350|312.31|
1351|39.03|
1352|184.73|
1353|8.12|2018-07-13
1354|94.2|
1355|4.74|
1356|24.89|
1357|48.85|
1358|13.75|
1359|30.8|
1360|33.7|
1361|10.81|
1362|49.0|
1363|6.29|
1364|50.06|
1365|14.72|
1366|2.67|
1367|112.49|
1368|32.3|
1369|14.88|
1370|6.19|
1371|24.42|
1372|2.22|
1373|1.47|
1374|6.98|
1375|3.31|
1376|2.62|2018-07-13
1377|1.47|
1378|6.96|
1379|4.57|2018-07-09
1380|4.57|
1381|13.75|
1382|40.91|2018-07-06
1383|85.87|
1384|15.01|
1385|1149.27|
1386|42.7|
1387|455.9|
1388|4723.16|
1389|1699.32|
1390|49.75|
1391|240.05|
1392|6.35|
1393|46.48|
1394|79.91|
1395|45.02|
1396|14.2|2018-07-06,2018-07-13
1397|79.88|
1398|134.67|2018-07-13
1399|22.66|2018-07-08
1400|102.23|
1401|346.18|
1402|101.89|
1403|241.68|
1404|52.88|2018-07-06
1405|16.83|2018-07-06
1406|83.24|
1407|55.85|2018-07-04
1408|217.39|2018-07-11
1409|789.6|
1410|44.51|
1411|265.89|
1412|14.35|2018-06-30
1413|88.05|2018-07-13
1414|29.72|2018-06-30
1415|30.43|2018-06-30
1416|141.55|
1417|196.94|2018-06-30
1418|75.03|2018-06-30
1419|73.14|
1420|1361.2|
1421|5586.55|
1422|207.23|
1423|478.88|
1424|1087.52|
1425|73.83|
1426|74.34|2018-07-13
1427|100.92|
1428|42.71|2018-07-13
1429|7.58|2018-07-13
1430|14.19|
1431|89.6|
1432|21.71|
1433|244.01|
1434|76.07|
1435|14.28|
1436|150.96|2018-07-05
1437|491.27|
1438|1818.17|
1439|1036.76|
1440|126.57|
1441|2820.81|
1442|371.09|
1443|39.79|
1444|19.18|
1445|38.9|
1446|10.6|
1447|14.9|
1448|9.82|
1449|38.9|
1450|12.59|
1451|9.8|
1452|31.8|
1453|2.94|
1454|1.61|
1455|59.45|
1456|14.03|
1457|188.95|
1458|978.81|
1459|395.86|
1460|753.21|
1461|1101.04|
1462|420.09|
1463|1258.45|
1464|161.92|
1465|642.24|
1466|2115.02|
1467|271.92|
1468|213.32|
1469|32.9|2018-07-13
1470|392.58|
1471|214.46|
1472|452.86|
1473|87.28|
1474|204.47|
1475|10.91|
1476|64.71|
1477|4.6|
1478|6.48|
1479|12.02|
1480|26.51|
1481|25.8|
1482|94.98|
1483|24.39|
1484|8.06|
1485|24.05|
1486|39.24|
1487|93.35|
1488|214.42|
1489|372.22|
1490|58.12|
1491|182.6|
1492|15.91|2018-07-13
1493|76.09|
1494|115.55|
1495|26.3|
1496|34.71|2018-07-01
1497|75.97|
1498|84.51|
1499|59.81|2018-07-11
1500|110.11|
1501|89.85|2018-07-06
1502|74.26|
1503|49.29|
1504|14.02|
1505|6.48|
1506|33.53|
1507|3.47|
1508|10.26|
1509|6.82|
1510|9.43|
1511|6.3|
1512|11.59|
1513|14.71|
1514|57.51|
1515|2.26|2018-07-04
1516|5.57|
1517|1450.44|
1518|818.45|
1519|474.92|
1520|30.49|
1521|537.97|
1522|235.86|
1523|34.48|
1524|603.02|
1525|27.6|
1526|100.65|
1527|20.09|
1528|187.54|
1529|18.26|
1530|439.94|
1531|201.58|
1532|122.95|2018-07-13
1533|7.58|
1534|47.77|
1535|24.24|
1536|346.24|
1537|95.66|
1538|22.83|
1539|24.47|
1540|10.22|
1541|7.85|
1542|12.28|
1543|7.12|
1544|21.08|
1545|60.03|
1546|45.84|
1547|24.89|
1548|80.72|
1549|9.51|
1550|30.7|
1551|2.51|
1552|38.87|
1553|29.11|2018-07-13
1554|19.83|
1555|14.92|
1556|3.49|
1557|4.71|
1558|19.07|
1559|12.99|
1560|7.88|
1561|69.56|2018-06-30
1562|14.45|2018-06-30
1563|777.91|
1564|13.71|
1565|138.39|2018-07-08,2018-07-11
1566|10.78|
1567|10.34|2018-06-30
1568|57.57|2018-07-08
1569|34.27|2018-06-30,2018-07-13
1570|150.67|2018-07-11
1571|9.09|2018-06-30,2018-07-13
1572|158.5|
1573|108.37|2018-07-01,2018-07-06
1574|57.4|2018-06-30
1575|5.07|
1576|8.32|
1577|5.29|2018-06-30
1578|55.44|
1579|28.13|2018-06-30
1580|53.02|2018-07-08
1581|72.0|2018-07-13
1582|97.66|2018-07-13
1583|37.44|2018-07-11
1584|86.69|
1585|264.3|
1586|102.21|
1587|136.52|
1588|5.23|
1589|13.1|2018-07-09
1590|11.75|2018-07-09
1591|61.3|2018-07-09
1592|2.22|2018-07-09
1593|86.15|
1594|29.11|2018-07-13
1595|54.53|2018-07-13
1596|47.66|
1597|90.38|2018-07-13
1598|29.4|2018-07-11
1599|49.13|2018-07-11
1600|10.71|2018-07-11
1601|52.06|2018-07-11
1602|54.89|2018-07-11
1603|41.37|2018-07-11
1604|48.18|
1605|32.73|
1606|11.67|2018-07-08,2018-07-13
1607|20.83|2018-06-30,2018-07-06
1608|24.11|
1609|34.6|
1610|25.15|
1611|2.73|2018-07-04
1612|3.06|
1613|202.63|2018-07-13
1614|436.3|2018-07-11
1615|83.96|
1616|341.87|
1617|1016.99|
1618|47.43|2018-07-11
1619|74.76|2018-07-13
1620|66.53|
1621|22.19|2018-06-30
1622|3110.55|
1623|1560.55|
1624|464.95|
1625|14.88|2018-07-13
1626|8.79|
1627|1.98|
1628|39.15|
1629|3.91|
1630|25.63|2018-07-13
1631|61.71|
1632|127.7|
1633|221.98|
1634|848.26|
1635|241.09|
1636|31.83|2018-06-30
1637|4.6|
1638|6.23|2018-07-05
1639|195.95|2018-07-13
1640|22.0|
1641|50.67|2018-07-13
1642|15.91|2018-07-10
1643|5.98|
1644|24.51|2018-07-13
1645|92.22|2018-07-13
1646|15.32|2018-07-13
1647|163.18|2018-07-08
1648|247.43|2018-07-08
