itemID|brand|manufacturer|customerRating|category1|category2|category3|recommendedRetailPrice
105|0|8|0.0|1|1|1|61.1
106|0|8|0.0|1|1|1|25.33
107|0|8|5.0|1|4|1|18.9
108|0|1|5.0|1|1|1|13.35
109|0|1|5.0|1|1|1|11.83
110|0|5|1.0|1|4|1|64.72
111|0|7|0.0|1|1|1|15.5
112|0|1|4.75|1|1|1|14.45
113|0|8|0.0|1|1|1|7.85
114|0|8|4.0|1|4|1|25.4
115|0|20|4.89|1|1|1|44.54
116|0|21|0.0|1|4|1|527.91
117|0|10|5.0|1|6|1|19.2
118|0|10|1.0|1|6|1|20.4
119|0|21|0.0|1|1|1|1316.52
120|0|14|0.0|1|4|1|11.29
121|0|4|5.0|1|1|1|30.13
122|0|4|4.0|1|1|1|14.43
123|0|22|0.0|1|6|1|26.64
124|0|22|5.0|1|6|1|33.81
125|0|23|0.0|1|1|1|9.6
126|0|23|0.0|1|1|1|13.08
127|0|8|0.0|1|1|1|448.75
128|0|16|5.0|1|4|1|25.96
129|0|7|5.0|1|1|1|21.41
130|0|14|0.0|1|1|1|24.03
131|0|22|0.0|1|5|1|159.12
132|0|22|4.0|1|5|1|194.46
133|0|22|0.0|1|5|1|64.31
134|0|22|0.0|1|5|1|159.9
135|0|5|0.0|1|4|1|40.4
136|0|7|4.0|1|6|1|9.16
137|0|16|5.0|1|1|1|28.86
138|0|16|5.0|1|6|1|11.0
139|1|14|0.0|1|1|1|315.92
140|0|5|0.0|1|1|1|5752.63
141|1|13|0.0|1|7|1|715.14
142|1|13|0.0|1|7|1|1346.88
143|0|19|5.0|1|5|1|43.24
144|0|5|0.0|1|4|1|87.01
145|0|22|0.0|1|6|1|117.35
146|0|12|5.0|1|1|1|35.7
147|0|14|3.0|1|1|1|354.62
148|0|2|5.0|1|1|1|21.25
149|0|5|0.0|1|1|1|70.55
150|1|13|0.0|1|6|1|571.91
151|0|2|0.0|1|2|1|15.08
152|0|14|5.0|1|1|1|34.4
153|0|14|0.0|1|1|1|59.05
154|0|24|5.0|1|5|1|26.65
155|0|5|0.0|1|1|1|1869.15
156|0|5|0.0|1|1|1|75.19
157|0|10|0.0|1|7|1|81.0
158|0|10|5.0|1|5|1|91.77
159|0|7|0.0|1|2|1|36.72
160|0|7|4.5|1|1|1|10.98
161|0|7|5.0|1|1|1|23.25
162|0|7|4.75|1|1|1|28.46
163|0|2|0.0|1|4|1|13.9
164|0|2|0.0|1|5|1|33.52
165|0|6|0.0|1|5|1|125.91
166|0|19|5.0|1|4|1|171.32
167|0|5|0.0|1|1|1|87.09
168|0|19|5.0|1|5|1|39.37
169|0|20|5.0|1|6|1|24.78
170|0|19|5.0|1|6|1|25.42
171|0|19|5.0|1|6|1|44.32
172|0|22|4.5|1|4|1|28.89
173|0|22|0.0|1|6|1|20.03
174|0|22|4.0|1|6|1|13.69
175|0|22|2.33|1|1|1|14.74
176|0|22|3.0|1|1|1|20.01
177|0|22|1.0|1|5|1|25.24
178|0|14|0.0|1|1|1|156.31
179|0|14|0.0|1|1|1|175.26
180|0|14|4.0|1|1|1|18.67
181|0|22|1.0|1|1|1|14.36
182|0|22|0.0|1|6|1|14.53
183|0|22|3.0|1|6|1|15.79
184|0|22|5.0|1|6|1|22.82
185|0|22|1.0|1|6|1|25.27
186|0|22|5.0|1|6|1|19.84
187|0|22|5.0|1|6|1|18.71
188|0|22|5.0|1|1|1|27.4
189|0|22|0.0|1|1|1|18.71
190|0|22|4.0|1|1|1|12.85
191|0|22|4.0|1|1|1|15.89
192|0|22|5.0|1|1|1|26.08
193|0|22|0.0|1|1|1|9.46
194|0|22|5.0|1|5|1|17.18
195|0|22|4.5|1|1|1|18.14
196|0|17|0.0|1|3|1|36.96
197|0|17|0.0|1|1|1|145.52
198|0|8|0.0|1|4|1|151.84
199|0|6|0.0|1|5|1|36.71
200|0|8|0.0|1|2|1|21.39
201|0|8|0.0|1|2|1|17.74
202|0|8|4.67|1|4|1|25.57
203|0|8|4.33|1|4|1|15.34
204|0|8|5.0|1|4|1|101.12
205|0|8|4.75|1|6|1|17.79
206|0|8|4.5|1|6|1|9.16
207|0|8|0.0|1|6|1|14.55
208|0|8|5.0|1|6|1|12.73
209|0|8|5.0|1|6|1|9.03
210|0|8|4.8|1|3|1|18.3
211|0|6|5.0|1|3|1|803.87
212|0|6|5.0|1|5|1|50.84
213|0|17|5.0|1|5|1|17.91
214|0|17|5.0|1|1|1|8.9
215|0|4|0.0|1|1|1|19.43
216|0|19|5.0|1|1|1|61.64
217|0|5|5.0|1|4|1|14.94
218|0|16|5.0|1|1|1|11.48
219|0|7|0.0|1|2|1|29.97
220|0|7|0.0|1|1|1|23.36
221|0|7|5.0|1|4|1|22.05
222|0|7|5.0|1|4|1|9.28
223|0|17|0.0|1|5|1|26.64
224|0|17|5.0|1|6|1|29.52
225|0|9|0.0|1|1|1|124.72
226|0|5|5.0|1|1|1|102.55
227|0|12|0.0|1|4|1|14.16
228|0|7|0.0|1|1|1|38.61
229|1|13|0.0|1|5|1|676.66
230|0|7|4.0|1|1|1|19.47
231|0|19|5.0|1|4|1|203.58
232|0|7|0.0|1|1|1|27.5
233|0|7|0.0|1|2|1|24.8
234|0|14|5.0|1|1|1|14.28
235|0|14|5.0|1|2|1|16.4
236|0|2|0.0|1|5|1|17.41
237|0|2|5.0|1|5|1|19.95
238|0|2|5.0|1|6|1|25.62
239|0|2|0.0|1|6|1|23.66
240|0|7|5.0|1|1|1|26.13
241|0|7|4.5|1|2|1|47.04
242|0|7|5.0|1|2|1|13.8
243|0|5|0.0|1|1|1|575.4
244|0|5|3.0|1|1|1|100.32
245|0|5|0.0|1|1|1|993.46
246|0|5|0.0|1|1|1|423.34
247|0|10|3.67|1|5|1|56.46
248|0|10|5.0|1|4|1|103.49
249|0|10|5.0|1|6|1|26.33
250|0|10|0.0|1|1|1|142.79
251|0|19|5.0|1|4|1|166.39
252|0|7|0.0|1|2|1|15.74
253|0|2|0.0|1|1|1|55.9
254|0|6|4.5|1|1|1|233.52
255|0|22|0.0|1|5|1|207.28
256|0|22|0.0|1|5|1|388.7
257|0|20|5.0|1|5|1|18.24
258|0|20|5.0|1|6|1|37.97
259|0|2|0.0|1|4|1|22.13
260|0|2|5.0|1|4|1|32.93
261|0|2|0.0|1|4|1|29.3
262|0|2|1.0|1|4|1|27.75
263|0|2|0.0|1|4|1|22.42
264|0|20|5.0|1|5|1|59.13
265|1|13|0.0|1|7|1|285.0
266|1|13|0.0|1|7|1|581.66
267|1|13|0.0|1|7|1|3860.78
268|0|14|1.0|1|4|1|259.76
269|0|2|5.0|1|5|1|22.44
270|0|2|5.0|1|5|1|28.63
271|0|2|5.0|1|5|1|20.37
272|0|2|0.0|1|5|1|20.9
273|0|11|5.0|1|5|1|28.35
274|0|11|5.0|1|1|1|34.38
275|0|11|4.6|1|6|1|28.35
276|1|13|5.0|1|7|1|6214.89
277|0|6|0.0|1|5|1|567.3
278|0|4|5.0|1|1|1|19.74
279|0|4|3.0|1|1|1|14.04
280|0|4|5.0|1|1|1|16.2
281|0|1|5.0|1|1|1|11.03
282|0|1|5.0|1|1|1|13.04
283|0|1|0.0|1|1|1|35.76
284|0|2|4.0|1|5|1|30.38
285|0|2|0.0|1|5|1|42.94
286|0|2|3.0|1|5|1|17.44
287|0|14|0.0|1|1|1|17.16
288|0|2|0.0|1|1|1|13.35
289|0|2|5.0|1|1|1|35.1
290|0|2|0.0|1|1|1|30.46
291|0|2|0.0|1|1|1|18.09
292|0|2|0.0|1|4|1|42.42
293|0|2|0.0|1|4|1|54.39
294|0|14|0.0|1|1|1|16.56
295|0|14|5.0|1|1|1|18.96
296|0|14|4.5|1|1|1|17.8
297|0|14|0.0|1|1|1|20.85
298|0|10|0.0|1|4|1|99.52
299|0|10|5.0|1|1|1|48.4
300|0|7|0.0|1|2|1|29.77
301|0|7|0.0|1|2|1|43.56
302|0|7|0.0|1|1|1|26.46
303|0|7|2.75|1|5|1|37.76
304|0|7|0.0|1|2|1|21.2
305|0|5|3.0|1|1|1|89.24
306|0|16|0.0|1|4|1|640.46
307|0|17|4.0|1|4|1|9.98
308|0|17|5.0|1|4|1|14.53
309|0|19|3.33|1|4|1|95.9
310|0|17|0.0|1|3|1|105.18
311|0|6|0.0|1|5|1|871.2
312|0|6|5.0|1|5|1|287.93
313|0|20|0.0|1|3|1|167.92
314|0|14|0.0|1|1|1|879.91
315|0|16|5.0|1|1|1|13.92
316|0|10|0.0|1|4|1|38.7
317|0|10|5.0|1|4|1|200.48
318|0|10|1.5|1|5|1|67.34
319|0|14|0.0|1|1|1|100.57
320|0|14|1.5|1|1|1|231.86
321|0|17|0.0|1|1|1|150.04
322|0|5|2.5|1|1|1|263.84
323|0|22|0.0|1|1|1|18.14
324|0|22|4.5|1|1|1|17.43
325|0|19|3.67|1|1|1|33.12
326|0|19|0.0|1|5|1|57.42
327|0|4|0.0|1|1|1|21.46
328|0|4|4.0|1|1|1|17.73
329|0|14|5.0|1|1|1|93.09
330|0|7|5.0|1|1|1|90.64
331|0|20|5.0|1|1|1|34.24
332|0|20|4.83|1|5|1|35.51
333|0|20|5.0|1|6|1|40.95
334|0|20|0.0|1|6|1|31.44
335|0|7|5.0|1|1|1|9.49
336|0|7|5.0|1|1|1|28.14
337|0|24|0.0|1|6|1|44.84
338|0|24|5.0|1|1|1|54.0
339|0|24|0.0|1|6|1|21.92
340|0|24|3.0|1|5|1|31.08
341|0|24|5.0|1|5|1|53.68
342|0|2|5.0|1|5|1|12.81
343|0|2|0.0|1|5|1|22.1
344|0|2|0.0|1|5|1|22.42
345|0|2|0.0|1|5|1|23.08
346|0|25|0.0|1|6|1|9.52
347|0|2|0.0|1|4|1|24.22
348|0|2|0.0|1|4|1|45.9
349|0|2|0.0|1|4|1|28.74
350|0|2|0.0|1|5|1|10.14
351|0|2|0.0|1|5|1|36.66
352|0|16|0.0|1|1|1|408.81
353|0|16|0.0|1|1|1|819.62
354|0|19|5.0|1|1|1|64.37
355|0|19|5.0|1|4|1|23.54
356|0|19|3.4|1|4|1|38.94
357|0|17|0.0|1|5|1|49.9
358|0|17|0.0|1|6|1|29.9
359|0|17|0.0|1|6|1|28.56
360|0|3|4.0|1|5|1|29.05
361|0|3|5.0|1|3|1|13.71
362|0|3|0.0|1|3|1|16.9
363|0|3|5.0|1|3|1|30.58
364|0|7|0.0|1|1|1|21.66
365|0|5|5.0|1|1|1|321.16
366|0|2|0.0|1|5|1|34.12
367|0|3|5.0|1|6|1|14.3
368|0|3|0.0|1|6|1|15.75
369|0|5|4.5|1|4|1|41.5
370|0|5|0.0|1|5|1|42.68
371|0|2|5.0|1|1|1|25.24
372|0|2|0.0|1|1|1|15.1
373|0|2|5.0|1|1|1|29.92
374|0|2|0.0|1|1|1|33.32
375|0|12|5.0|1|1|1|24.5
376|0|7|0.0|1|1|1|23.44
377|0|6|5.0|1|3|1|46.12
378|0|24|1.0|1|1|1|10.58
379|0|24|5.0|1|6|1|9.03
380|0|24|4.0|1|1|1|7.23
381|0|19|4.83|1|5|1|30.24
382|0|2|5.0|1|1|1|15.04
383|0|8|0.0|1|6|1|27.39
384|0|8|0.0|1|6|1|37.42
385|0|8|0.0|1|1|1|48.68
386|0|8|4.67|1|1|1|47.94
387|0|1|0.0|1|1|1|18.92
388|0|1|0.0|1|1|1|11.29
389|0|14|5.0|1|1|1|20.28
390|0|20|4.5|1|6|1|58.2
391|0|19|3.0|1|5|1|67.8
392|0|19|3.0|1|3|1|43.13
393|0|19|5.0|1|5|1|48.3
394|0|19|0.0|1|4|1|102.24
395|0|22|5.0|1|1|1|1160.87
396|0|22|0.0|1|6|1|224.88
397|0|22|0.0|1|6|1|142.08
398|0|22|5.0|1|6|1|25.14
399|0|22|0.0|1|1|1|10.98
400|0|22|0.0|1|1|1|24.88
401|0|10|0.0|1|7|1|43.91
402|0|10|5.0|1|4|1|232.14
403|0|10|5.0|1|4|1|124.67
404|0|10|0.0|1|5|1|69.41
405|0|10|5.0|1|5|1|61.06
406|0|10|4.0|1|1|1|30.21
407|0|5|0.0|1|4|1|363.78
408|0|2|5.0|1|1|1|54.52
409|0|2|5.0|1|1|1|56.42
410|0|2|0.0|1|1|1|57.88
411|0|22|0.0|1|4|1|547.14
412|1|13|0.0|1|5|1|1166.54
413|1|13|0.0|1|4|1|1739.42
414|1|13|0.0|1|5|1|485.46
415|1|13|0.0|1|7|1|266.66
416|1|13|0.0|1|5|1|502.81
417|1|13|0.0|1|7|1|227.24
418|1|14|0.0|1|1|1|188.0
419|0|14|4.0|1|1|1|28.74
420|0|14|0.0|1|1|1|23.4
421|0|4|0.0|1|1|1|8.48
422|0|7|0.0|1|1|1|35.36
423|0|7|5.0|1|2|1|12.14
424|0|7|0.0|1|2|1|18.32
425|0|7|0.0|1|1|1|22.6
426|0|7|0.0|1|5|1|24.0
427|0|7|0.0|1|2|1|28.62
428|0|7|0.0|1|2|1|27.66
429|0|7|0.0|1|6|1|9.85
430|0|1|0.0|1|1|1|46.72
431|0|1|5.0|1|1|1|113.1
432|0|2|5.0|1|3|1|10.77
433|0|2|5.0|1|3|1|28.66
434|0|2|5.0|1|3|1|20.84
435|0|2|4.0|1|3|1|11.97
436|0|2|3.5|1|6|1|24.52
437|0|4|0.0|1|1|1|15.29
438|0|2|4.5|1|5|1|13.62
439|0|2|5.0|1|5|1|15.35
440|0|2|0.0|1|4|1|17.0
441|0|2|0.0|1|1|1|11.66
442|0|2|5.0|1|4|1|39.27
443|0|2|0.0|1|4|1|20.35
444|0|2|5.0|1|4|1|19.82
445|0|2|5.0|1|1|1|33.81
446|0|2|0.0|1|1|1|11.13
447|0|2|0.0|1|4|1|19.15
448|0|2|0.0|1|4|1|22.6
449|0|7|0.0|1|1|1|26.33
450|0|7|0.0|1|2|1|27.0
451|0|12|0.0|1|1|1|15.69
452|0|12|5.0|1|1|1|40.6
453|0|7|0.0|1|2|1|22.69
454|0|12|5.0|1|1|1|12.35
455|0|26|4.8|1|1|1|147.06
456|0|19|0.0|1|6|1|49.32
457|0|19|5.0|1|6|1|61.6
458|0|19|5.0|1|1|1|115.06
459|0|19|4.25|1|5|1|72.8
460|0|19|0.0|1|5|1|32.44
461|0|19|5.0|1|5|1|66.7
462|0|19|0.0|1|5|1|71.86
463|0|19|5.0|1|4|1|68.4
464|0|19|4.0|1|4|1|76.92
465|0|6|0.0|1|5|1|145.5
466|0|6|2.0|1|6|1|22.9
467|0|19|0.0|1|6|1|121.44
468|0|19|5.0|1|5|1|64.86
469|0|7|5.0|1|6|1|42.57
470|0|12|0.0|1|5|1|10.56
471|0|7|3.0|1|4|1|19.87
472|0|7|0.0|1|5|1|53.1
473|0|2|0.0|1|5|1|28.88
474|0|17|5.0|1|1|1|731.39
475|0|8|3.0|1|3|1|21.75
476|0|8|0.0|1|1|1|36.85
477|0|8|3.33|1|4|1|14.22
478|0|24|5.0|1|6|1|14.82
479|0|24|0.0|1|5|1|23.49
480|0|17|0.0|1|3|1|145.34
481|0|17|5.0|1|3|1|93.72
482|0|17|5.0|1|3|1|114.24
483|0|27|0.0|1|5|1|910.86
484|0|5|5.0|1|4|1|42.12
485|0|5|5.0|1|4|1|34.75
486|0|2|4.0|1|5|1|20.03
487|0|2|0.0|1|1|1|14.56
488|0|2|0.0|1|1|1|22.9
489|0|17|4.5|1|5|1|54.45
490|0|24|5.0|1|1|1|8.07
491|0|24|5.0|1|5|1|15.04
492|0|24|5.0|1|5|1|19.74
493|0|24|0.0|1|5|1|19.33
494|0|24|0.0|1|5|1|18.81
495|0|4|5.0|1|1|1|14.52
496|0|4|0.0|1|1|1|17.41
497|0|6|0.0|1|5|1|170.94
498|0|6|5.0|1|5|1|157.07
499|0|6|5.0|1|5|1|132.87
500|0|6|0.0|1|5|1|130.66
501|0|6|0.0|1|5|1|46.44
502|0|6|5.0|1|5|1|113.76
503|0|6|5.0|1|3|1|42.91
504|0|6|5.0|1|3|1|55.2
505|0|14|0.0|1|1|1|24.7
506|0|19|5.0|1|5|1|297.92
507|0|19|0.0|1|5|1|38.3
508|0|19|5.0|1|5|1|33.15
509|0|19|4.75|1|5|1|38.27
510|0|19|3.0|1|6|1|28.8
511|0|19|3.67|1|4|1|126.87
512|0|19|5.0|1|5|1|70.38
513|0|2|5.0|1|5|1|22.21
514|0|2|0.0|1|5|1|17.36
515|0|2|0.0|1|5|1|20.9
516|0|2|0.0|1|5|1|21.75
517|0|2|5.0|1|5|1|10.15
518|0|2|5.0|1|5|1|23.68
519|0|2|5.0|1|5|1|28.06
520|0|2|3.67|1|5|1|13.86
521|0|2|0.0|1|1|1|23.69
522|0|2|5.0|1|1|1|9.0
523|0|2|5.0|1|1|1|14.6
524|0|2|0.0|1|1|1|22.0
525|0|2|5.0|1|1|1|7.35
526|0|2|3.75|1|1|1|18.96
527|0|14|0.0|1|1|1|95.55
528|0|14|0.0|1|1|1|47.32
529|0|14|0.0|1|1|1|31.97
530|0|14|0.0|1|1|1|29.54
531|0|10|5.0|1|5|1|51.0
532|0|10|5.0|1|5|1|91.5
533|0|10|0.0|1|4|1|168.19
534|0|10|0.0|1|1|1|32.13
535|0|10|0.0|1|6|1|54.5
536|0|14|0.0|1|2|1|33.12
537|0|16|0.0|1|1|1|1965.06
538|0|16|0.0|1|1|1|1400.42
539|0|2|5.0|1|5|1|32.82
540|0|2|0.0|1|5|1|18.54
541|0|2|3.5|1|5|1|43.56
542|0|2|0.0|1|5|1|22.72
543|0|24|4.0|1|5|1|16.33
544|0|24|0.0|1|5|1|23.46
545|0|24|0.0|1|5|1|25.67
546|0|24|0.0|1|5|1|34.86
547|0|22|0.0|1|1|1|1535.44
548|0|22|0.0|1|1|1|1006.88
549|0|22|0.0|1|4|1|732.95
550|0|22|0.0|1|4|1|696.0
551|0|22|0.0|1|1|1|1263.52
552|1|13|4.0|1|6|1|304.98
553|0|22|0.0|1|3|1|165.3
554|0|2|0.0|1|4|1|23.32
555|0|2|5.0|1|6|1|21.09
556|0|14|5.0|1|1|1|12.19
557|0|22|0.0|1|4|1|691.25
558|0|22|0.0|1|4|1|1078.92
559|0|2|5.0|1|4|1|24.61
560|0|2|0.0|1|4|1|65.76
561|0|5|5.0|1|4|1|60.48
562|0|28|5.0|1|5|1|32.5
563|0|28|5.0|1|5|1|19.92
564|0|28|5.0|1|5|1|14.69
565|0|3|0.0|1|2|1|6.48
566|0|5|0.0|1|1|1|1876.78
567|0|2|5.0|1|1|1|10.43
568|0|19|4.0|1|3|1|45.02
569|0|19|0.0|1|6|1|51.12
570|0|19|0.0|1|6|1|22.74
571|0|11|0.0|1|5|1|21.55
572|0|11|0.0|1|5|1|32.34
573|0|11|0.0|1|5|1|17.34
574|0|11|0.0|1|5|1|39.9
575|0|11|5.0|1|1|1|54.02
576|0|11|0.0|1|5|1|57.46
577|0|11|5.0|1|5|1|34.88
578|0|11|5.0|1|1|1|35.86
579|0|11|5.0|1|1|1|12.42
580|0|29|0.0|1|5|1|56.1
581|0|29|0.0|1|5|1|51.75
582|0|29|5.0|1|5|1|96.7
583|0|29|5.0|1|5|1|35.19
584|0|29|5.0|1|5|1|57.46
585|0|29|4.5|1|4|1|34.2
586|0|29|5.0|1|1|1|51.9
587|0|14|0.0|1|1|1|241.08
588|0|14|0.0|1|1|1|28.7
589|0|14|0.0|1|1|1|74.88
590|0|14|4.0|1|1|1|10.55
591|0|14|0.0|1|1|1|20.41
592|0|2|5.0|1|5|1|20.7
593|0|2|0.0|1|5|1|29.54
594|0|2|0.0|1|5|1|31.6
595|0|2|4.5|1|1|1|22.29
596|0|2|0.0|1|4|1|22.02
597|0|2|0.0|1|4|1|26.19
598|0|2|5.0|1|4|1|46.19
599|0|4|0.0|1|2|1|39.62
600|0|4|0.0|1|4|1|11.29
601|0|4|0.0|1|2|1|11.68
602|0|4|3.0|1|4|1|9.29
603|0|4|0.0|1|2|1|32.3
604|0|6|0.0|1|5|1|337.31
605|0|6|5.0|1|5|1|111.44
606|0|22|5.0|1|6|1|35.43
607|0|22|0.0|1|6|1|66.96
608|0|22|0.0|1|6|1|97.82
609|0|2|5.0|1|1|1|16.56
610|0|2|0.0|1|1|1|23.1
611|0|2|0.0|1|1|1|16.11
612|0|22|4.0|1|5|1|8.34
613|0|22|3.0|1|6|1|14.75
614|0|4|0.0|1|1|1|50.26
615|0|4|0.0|1|4|1|14.26
616|0|4|0.0|1|1|1|33.56
617|0|4|5.0|1|4|1|13.36
618|0|4|5.0|1|4|1|15.89
619|0|7|0.0|1|1|1|31.03
620|0|7|5.0|1|1|1|18.62
621|0|2|5.0|1|2|1|40.39
622|0|17|0.0|1|1|1|140.39
623|0|5|5.0|1|1|1|38.42
624|0|5|5.0|1|6|1|39.5
625|0|5|0.0|1|1|1|17.67
626|0|6|0.0|1|5|1|379.24
627|0|20|0.0|1|3|1|363.3
628|0|19|0.0|1|1|1|59.85
629|0|19|3.0|1|5|1|60.18
630|0|19|0.0|1|5|1|90.3
631|0|19|5.0|1|5|1|70.06
632|0|19|0.0|1|5|1|30.32
633|0|19|5.0|1|5|1|53.07
634|0|19|0.0|1|5|1|68.08
635|0|19|4.0|1|3|1|48.93
636|0|7|4.0|1|2|1|9.31
637|0|7|5.0|1|1|1|35.93
638|0|7|0.0|1|1|1|37.7
639|0|7|0.0|1|4|1|11.87
640|0|7|5.0|1|4|1|8.51
641|0|7|0.0|1|1|1|21.5
642|0|7|0.0|1|1|1|14.79
643|0|10|5.0|1|3|1|28.42
644|0|10|3.0|1|7|1|34.1
645|0|8|0.0|1|6|1|76.16
646|0|8|4.0|1|6|1|87.45
647|0|8|0.0|1|1|1|50.95
648|0|8|1.5|1|1|1|100.49
649|0|8|0.0|1|1|1|13.41
650|0|8|5.0|1|1|1|12.34
651|0|8|5.0|1|1|1|17.29
652|0|8|0.0|1|4|1|93.62
653|0|8|0.0|1|4|1|129.71
654|0|8|5.0|1|1|1|104.49
655|0|8|0.0|1|1|1|341.5
656|0|10|0.0|1|6|1|77.88
657|0|10|0.0|1|5|1|74.35
658|0|10|0.0|1|3|1|28.94
659|0|10|4.33|1|1|1|38.45
660|0|10|0.0|1|1|1|64.8
661|0|10|5.0|1|5|1|48.41
662|0|20|0.0|1|5|1|256.9
663|0|20|0.0|1|1|1|331.17
664|0|14|0.0|1|1|1|409.63
665|0|15|5.0|1|6|1|80.87
666|0|19|0.0|1|5|1|40.13
667|0|2|0.0|1|1|1|26.7
668|0|17|0.0|1|5|1|1615.53
669|0|16|0.0|1|1|1|91.76
670|0|17|0.0|1|6|1|13.56
671|0|17|0.0|1|4|1|16.74
672|0|30|4.4|1|5|1|847.53
673|0|8|0.0|1|1|1|26.78
674|0|8|5.0|1|1|1|8.71
675|0|8|0.0|1|1|1|10.68
676|0|8|3.0|1|1|1|10.5
677|0|8|0.0|1|1|1|33.99
678|0|8|0.0|1|1|1|47.4
679|0|8|5.0|1|1|1|13.78
680|0|8|3.5|1|1|1|25.9
681|0|8|0.0|1|4|1|103.07
682|0|8|0.0|1|4|1|57.34
683|0|8|5.0|1|6|1|7.72
684|0|8|0.0|1|3|1|13.11
685|0|8|5.0|1|3|1|19.66
686|0|8|0.0|1|3|1|11.7
687|0|8|0.0|1|3|1|13.8
688|0|1|0.0|1|1|1|97.48
689|0|5|0.0|1|6|1|32.2
690|0|5|0.0|1|1|1|64.24
691|0|5|5.0|1|1|1|77.4
692|0|3|5.0|1|1|1|28.52
693|0|3|0.0|1|1|1|15.59
694|0|2|5.0|1|4|1|25.83
695|0|2|0.0|1|4|1|81.74
